num,name,category,block,block2,will,rank,pros,NP,CSR,M,C,T,i,,,
594,西部矿业,采掘业,沪市主板,主板,应规,BB,稳定,589.17 ,37.53 ,13.83 ,13.54 ,8.29 ,1.88 ,,,
595,许继电气,机械,深市主板,主板,自愿,BB,稳定,未披露,37.51 ,14.06 ,14.41 ,7.99 ,1.04 ,,,
596,华泰股份,造纸,沪市主板,主板,应规,BB,稳定,200.00 ,37.50 ,12.89 ,15.47 ,7.89 ,1.25 ,,,
597,易德龙,电子业,沪市主板,主板,自愿,BB,稳定,未披露,37.41 ,14.06 ,14.24 ,8.49 ,0.63 ,,,
598,中设集团,社会服务业,沪市主板,主板,应规,BB,稳定,未披露,37.41 ,14.30 ,15.12 ,7.99 ,0.00 ,,,
599,科达洁能,机械,沪市主板,主板,应规,BB,积极,396.17 ,37.38 ,12.42 ,15.82 ,8.09 ,1.04 ,,,
600,昊华能源,采掘业,沪市主板,主板,应规,BB,稳定,未披露,37.37 ,8.44 ,17.40 ,7.99 ,3.54 ,,,
601,康泰生物,医药,深市创业板,创业板,应规,BB,稳定,826.00 ,37.37 ,13.36 ,14.94 ,7.11 ,1.96 ,,,
602,三峡水利,电力,沪市主板,主板,应规,BB,稳定,未披露,37.37 ,11.95 ,15.47 ,8.49 ,1.46 ,,,
603,滨江集团,房地产业,深市中小板,中小板,自愿,BB,积极,214.00 ,37.36 ,13.36 ,14.94 ,8.19 ,0.87 ,,,
604,新华文轩,传播与文化业,沪市主板,主板,自愿,BB,稳定,"1,217.00 ",37.35 ,12.19 ,15.82 ,4.34 ,5.00 ,,,
605,龙溪股份,机械,沪市主板,主板,自愿,BB,稳定,未披露,37.28 ,13.59 ,14.77 ,8.09 ,0.83 ,,,
606,士兰微,电子业,沪市主板,主板,应规,BB,积极,87.75 ,37.27 ,13.59 ,15.29 ,8.39 ,0.00 ,,,
607,延华智能,信息技术业,深市中小板,中小板,自愿,BB,稳定,170.00 ,37.27 ,12.66 ,16.52 ,6.22 ,1.88 ,,,
608,飞亚达A,批发,深市主板,主板,自愿,BB,积极,未披露,37.21 ,11.25 ,16.88 ,8.19 ,0.89 ,,,
609,惠泉啤酒,食品,沪市主板,主板,自愿,BB,稳定,183.84 ,37.20 ,12.66 ,14.94 ,7.99 ,1.61 ,,,
610,游族网络,信息技术业,深市中小板,中小板,自愿,BB,稳定,未披露,37.18 ,15.94 ,10.55 ,6.32 ,4.38 ,,,
611,罗牛山,农,深市主板,主板,自愿,BB,稳定,未披露,37.10 ,12.66 ,14.77 ,8.59 ,1.09 ,,,
612,安洁科技,电子业,深市中小板,中小板,自愿,BB,稳定,未披露,37.08 ,14.77 ,13.01 ,8.68 ,0.63 ,,,
613,兰花科创,采掘业,沪市主板,主板,应规,BB,稳定,547.49 ,37.02 ,12.42 ,16.70 ,7.89 ,0.00 ,,,
614,欧普照明,机械,沪市主板,主板,自愿,BB,稳定,"1,081.00 ",36.99 ,12.42 ,16.88 ,7.70 ,0.00 ,,,
615,索菲亚,木材,深市中小板,中小板,应规,BB,积极,899.23 ,36.97 ,11.25 ,15.47 ,8.68 ,1.56 ,,,
616,南京证券,金融,沪市主板,主板,自愿,BB,稳定,未披露,36.96 ,9.38 ,18.46 ,6.32 ,2.81 ,,,
617,开滦股份,石油,沪市主板,主板,应规,BB,稳定,"66,620.00 ",36.94 ,11.72 ,16.88 ,7.89 ,0.45 ,,,
618,华电能源,电力,沪市主板,主板,自愿,BB,稳定,"1,614.00 ",36.89 ,11.95 ,13.71 ,7.89 ,3.33 ,,,
619,华微电子,电子业,沪市主板,主板,应规,BB,稳定,未披露,36.85 ,13.13 ,14.59 ,8.09 ,1.04 ,,,
620,新潮能源,综合类,沪市主板,主板,自愿,BB,积极,未披露,36.83 ,12.89 ,13.67 ,10.26 ,-,,,
621,古井贡酒,食品,深市主板,主板,自愿,BB,稳定,600.75 ,36.80 ,14.53 ,13.36 ,8.19 ,0.71 ,,,
622,思特奇,信息技术业,深市创业板,创业板,自愿,BB,积极,"1,695.00 ",36.78 ,10.78 ,17.58 ,5.92 ,2.50 ,,,
623,*ST大唐,信息技术业,沪市主板,主板,自愿,BB,积极,未披露,36.77 ,9.38 ,17.75 ,6.51 ,3.13 ,,,
624,绿康生化,医药,深市中小板,中小板,自愿,BB,稳定,未披露,36.73 ,13.83 ,14.77 ,7.60 ,0.54 ,,,
625,重庆钢铁,金属,沪市主板,主板,自愿,BB,积极,未披露,36.71 ,11.95 ,14.94 ,7.89 ,1.92 ,,,
626,易事特,机械,深市创业板,创业板,自愿,BB,稳定,"1,788.00 ",36.71 ,14.06 ,14.06 ,8.59 ,0.00 ,,,
627,老百姓,批发,沪市主板,主板,应规,BB,稳定,未披露,36.69 ,13.83 ,13.54 ,7.89 ,1.43 ,,,
628,华远地产,房地产业,沪市主板,主板,应规,BB,积极,未披露,36.66 ,12.89 ,15.29 ,7.99 ,0.48 ,,,
629,吉林敖东,医药,深市主板,主板,自愿,BB,积极,749.96 ,36.63 ,12.19 ,16.17 ,8.09 ,0.18 ,,,
630,内蒙一机,机械,沪市主板,主板,自愿,BB,稳定,"93,518.79 ",36.63 ,12.89 ,14.77 ,7.30 ,1.67 ,,,
631,厦门信达,批发,深市主板,主板,自愿,BB,稳定,未披露,36.53 ,13.83 ,13.54 ,8.09 ,1.07 ,,,
632,富邦股份,石油,深市创业板,创业板,自愿,BB,稳定,未披露,36.51 ,11.72 ,16.00 ,8.68 ,0.11 ,,,
633,界龙实业,造纸,沪市主板,主板,自愿,BB,积极,65.41 ,36.51 ,13.13 ,14.24 ,7.89 ,1.25 ,,,
634,钱江水利,电力,沪市主板,主板,自愿,BB,稳定,未披露,36.50 ,11.95 ,15.82 ,7.89 ,0.83 ,,,
635,盐田港,交通运输,深市主板,主板,自愿,BB,稳定,57.98 ,36.45 ,13.59 ,12.30 ,7.89 ,2.66 ,,,
636,立讯精密,信息技术业,深市中小板,中小板,应规,BB,积极,未披露,36.43 ,12.19 ,15.82 ,5.92 ,2.50 ,,,
637,川投能源,电力,沪市主板,主板,应规,BB,稳定,"2,722.63 ",36.39 ,14.06 ,13.01 ,8.49 ,0.83 ,,,
638,洛阳玻璃,金属,沪市主板,主板,自愿,BB,稳定,"3,570.00 ",36.33 ,12.66 ,13.18 ,7.99 ,2.50 ,,,
639,百合花,石油,沪市主板,主板,自愿,BB,稳定,未披露,36.32 ,10.55 ,16.70 ,7.60 ,1.48 ,,,
640,吉林高速,交通运输,沪市主板,主板,自愿,BB,积极,189.54 ,36.31 ,10.55 ,15.12 ,7.99 ,2.66 ,,,
641,海信电器,电子业,沪市主板,主板,应规,BB,积极,241.00 ,36.27 ,12.19 ,15.47 ,7.99 ,0.63 ,,,
642,东兴证券,金融,沪市主板,主板,自愿,BB,积极,未披露,36.24 ,9.84 ,17.40 ,4.93 ,4.06 ,,,
643,中航飞机,机械,深市主板,主板,应规,BB,积极,"1,008.00 ",36.24 ,14.06 ,13.36 ,8.19 ,0.63 ,,,
644,海亮股份,金属,深市中小板,中小板,自愿,BB,稳定,未披露,36.22 ,14.53 ,12.83 ,7.80 ,1.06 ,,,
645,中恒集团,医药,沪市主板,主板,自愿,BB,积极,908.79 ,36.14 ,12.66 ,14.59 ,8.09 ,0.80 ,,,
646,一汽夏利,机械,深市主板,主板,自愿,BB,稳定,613.00 ,36.07 ,12.89 ,14.77 ,7.99 ,0.42 ,,,
647,东百集团,批发,沪市主板,主板,自愿,BB-,稳定,未披露,35.94 ,13.59 ,13.18 ,8.09 ,1.07 ,,,
648,安信信托,金融,沪市主板,主板,自愿,BB-,消极,261.99 ,35.92 ,12.89 ,14.41 ,6.12 ,2.50 ,,,
649,岳阳兴长,石油,深市主板,主板,自愿,BB-,积极,未披露,35.91 ,14.30 ,13.01 ,7.70 ,0.91 ,,,
650,宏润建设,建筑业,深市中小板,中小板,自愿,BB-,积极,52.07 ,35.85 ,10.78 ,17.05 ,7.89 ,0.13 ,,,
651,东方园林,建筑业,深市中小板,中小板,应规,BB-,稳定,300.00 ,35.79 ,13.83 ,13.18 ,8.78 ,0.00 ,,,
652,保龄宝,食品,深市中小板,中小板,自愿,BB-,稳定,未披露,35.75 ,13.59 ,13.01 ,7.89 ,1.25 ,,,
653,旗滨集团,金属,沪市主板,主板,自愿,BB-,稳定,42.95 ,35.72 ,13.59 ,13.36 ,7.99 ,0.77 ,,,
654,常熟银行,金融,沪市主板,主板,应规,BB-,稳定,"1,213.80 ",35.61 ,10.55 ,14.24 ,7.70 ,3.13 ,,,
655,北矿科技,电子业,沪市主板,主板,应规,BB-,积极,"1,486.00 ",35.59 ,14.77 ,12.83 ,7.99 ,0.00 ,,,
656,紫江企业,石油,沪市主板,主板,应规,BB-,稳定,33.87 ,35.54 ,11.48 ,15.47 ,8.59 ,0.00 ,,,
657,江河集团,建筑业,沪市主板,主板,自愿,BB-,积极,268.00 ,35.53 ,12.19 ,15.64 ,7.70 ,0.00 ,,,
658,金螳螂,建筑业,深市中小板,中小板,应规,BB-,积极,609.00 ,35.50 ,12.89 ,14.41 ,7.70 ,0.50 ,,,
659,三聚环保,石油,深市创业板,创业板,应规,BB-,稳定,"2,123.00 ",35.48 ,11.25 ,15.29 ,8.49 ,0.45 ,,,
660,天赐材料,石油,深市中小板,中小板,自愿,BB-,积极,未披露,35.47 ,12.42 ,13.54 ,7.70 ,1.82 ,,,
661,易成新能,金属,深市创业板,创业板,自愿,BB-,稳定,未披露,35.45 ,15.00 ,10.90 ,8.78 ,0.77 ,,,
662,纽威股份,机械,沪市主板,主板,自愿,BB-,稳定,未披露,35.44 ,13.83 ,12.30 ,8.68 ,0.63 ,,,
663,鲁信创投,综合类,沪市主板,主板,应规,BB-,积极,未披露,35.36 ,13.83 ,10.35 ,11.18 ,-,,,
664,江苏银行,金融,沪市主板,主板,应规,BB-,消极,未披露,35.34 ,10.78 ,14.41 ,5.92 ,4.22 ,,,
665,北巴传媒,传播与文化业,沪市主板,主板,应规,BB-,积极,"13,065.00 ",35.33 ,9.38 ,15.47 ,6.32 ,4.17 ,,,
666,海信家电,机械,深市主板,主板,自愿,BB-,稳定,103.00 ,35.28 ,7.50 ,17.58 ,7.70 ,2.50 ,,,
667,中航沈飞,机械,沪市主板,主板,自愿,BB-,稳定,未披露,35.26 ,11.72 ,15.12 ,7.80 ,0.63 ,,,
668,西山煤电,采掘业,深市主板,主板,应规,BB-,积极,未披露,35.23 ,12.19 ,13.89 ,7.70 ,1.46 ,,,
669,上海莱士,医药,深市中小板,中小板,应规,BB-,稳定,未披露,35.19 ,12.89 ,12.66 ,8.49 ,1.16 ,,,
670,莫高股份,食品,沪市主板,主板,自愿,BB-,积极,"-1,518.00 ",35.13 ,15.00 ,11.43 ,7.99 ,0.71 ,,,
671,申华控股,批发,沪市主板,主板,自愿,BB-,稳定,未披露,35.06 ,12.19 ,13.18 ,8.19 ,1.50 ,,,
672,用友网络,信息技术业,沪市主板,主板,应规,BB-,积极,未披露,35.06 ,11.72 ,14.06 ,5.53 ,3.75 ,,,
673,上海电影,传播与文化业,沪市主板,主板,自愿,BB-,稳定,未披露,35.05 ,8.91 ,15.47 ,6.51 ,4.17 ,,,
674,北方导航,信息技术业,沪市主板,主板,应规,BB-,积极,234.94 ,35.05 ,11.25 ,16.17 ,5.13 ,2.50 ,,,
675,双成药业,医药,深市中小板,中小板,自愿,BB-,稳定,未披露,35.02 ,12.89 ,13.54 ,7.70 ,0.89 ,,,
676,上海能源,采掘业,沪市主板,主板,应规,B+,稳定,未披露,34.98 ,7.73 ,18.11 ,7.89 ,1.25 ,,,
677,扬农化工,石油,沪市主板,主板,应规,B+,稳定,未披露,34.89 ,11.48 ,13.01 ,7.89 ,2.50 ,,,
678,阳光城,房地产业,深市主板,主板,自愿,B+,稳定,895.00 ,34.84 ,15.23 ,11.43 ,7.80 ,0.38 ,,,
679,海印股份,社会服务业,深市主板,主板,自愿,B+,稳定,未披露,34.81 ,13.59 ,11.25 ,8.09 ,1.88 ,,,
680,涪陵电力,电力,沪市主板,主板,应规,B+,稳定,未披露,34.78 ,11.95 ,13.89 ,7.89 ,1.04 ,,,
681,申能股份,电力,沪市主板,主板,应规,B+,消极,348.72 ,34.69 ,10.78 ,13.01 ,8.19 ,2.71 ,,,
682,圣济堂,医药,沪市主板,主板,自愿,B+,稳定,"1,826.00 ",34.67 ,10.31 ,15.64 ,8.09 ,0.63 ,,,
683,航天发展,信息技术业,深市主板,主板,自愿,B+,稳定,198.00 ,34.67 ,10.78 ,15.47 ,5.92 ,2.50 ,,,
684,金钼股份,采掘业,沪市主板,主板,应规,B+,消极,448.00 ,34.57 ,11.95 ,13.18 ,8.39 ,1.04 ,,,
685,松芝股份,机械,深市中小板,中小板,自愿,B+,稳定,未披露,34.54 ,11.48 ,14.59 ,7.01 ,1.46 ,,,
686,机器人,机械,深市创业板,创业板,应规,B+,消极,未披露,34.52 ,13.36 ,12.48 ,8.68 ,0.00 ,,,
687,张裕A,食品,深市主板,主板,自愿,B+,稳定,未披露,34.52 ,11.25 ,14.94 ,7.80 ,0.54 ,,,
688,雪人股份,机械,深市中小板,中小板,自愿,B+,稳定,未披露,34.47 ,12.19 ,13.01 ,9.28 ,0.00 ,,,
689,北方稀土,金属,沪市主板,主板,自愿,B+,消极,未披露,34.35 ,10.55 ,14.94 ,8.09 ,0.77 ,,,
690,山东路桥,建筑业,深市主板,主板,自愿,B+,稳定,584.00 ,34.30 ,12.89 ,11.43 ,8.98 ,1.00 ,,,
691,ST云维,石油,沪市主板,主板,自愿,B+,稳定,未披露,34.29 ,15.94 ,9.32 ,8.59 ,0.45 ,,,
692,中材国际,建筑业,沪市主板,主板,自愿,B+,消极,13.00 ,34.25 ,8.20 ,16.00 ,9.18 ,0.88 ,,,
693,闽发铝业,金属,深市中小板,中小板,自愿,B+,稳定,"1,368.00 ",34.25 ,11.95 ,13.54 ,7.99 ,0.77 ,,,
694,赛轮轮胎,石油,沪市主板,主板,应规,B+,消极,未披露,34.24 ,11.02 ,13.71 ,8.49 ,1.02 ,,,
695,天桥起重,机械,深市中小板,中小板,自愿,B+,消极,668.13 ,34.20 ,11.95 ,13.01 ,7.99 ,1.25 ,,,
696,长园集团,信息技术业,沪市主板,主板,自愿,B+,消极,106.90 ,34.16 ,10.31 ,15.82 ,5.53 ,2.50 ,,,
697,太阳电缆,机械,深市中小板,中小板,自愿,B+,稳定,未披露,34.12 ,11.95 ,13.54 ,7.80 ,0.83 ,,,
698,苏州固锝,电子业,深市中小板,中小板,自愿,B+,消极,未披露,34.12 ,13.36 ,11.95 ,8.39 ,0.42 ,,,
699,亿利洁能,石油,沪市主板,主板,自愿,B+,稳定,132.21 ,34.05 ,12.89 ,12.13 ,7.89 ,1.14 ,,,
700,豫光金铅,金属,沪市主板,主板,应规,B,消极,未披露,33.96 ,10.78 ,14.41 ,7.99 ,0.77 ,,,
701,贵人鸟,纺织,沪市主板,主板,自愿,B,稳定,未披露,33.93 ,12.19 ,12.66 ,8.19 ,0.89 ,,,
702,海欣食品,食品,深市中小板,中小板,自愿,B,稳定,未披露,33.88 ,11.72 ,12.66 ,7.89 ,1.61 ,,,
703,茶花股份,石油,沪市主板,主板,自愿,B,稳定,未披露,33.83 ,11.72 ,13.89 ,7.99 ,0.23 ,,,
704,百利电气,机械,沪市主板,主板,应规,B,稳定,未披露,33.82 ,14.53 ,10.37 ,8.29 ,0.63 ,,,
705,雪峰科技,石油,沪市主板,主板,自愿,B,稳定,47.13 ,33.79 ,11.72 ,13.01 ,7.70 ,1.36 ,,,
706,众合科技,机械,深市主板,主板,自愿,B,稳定,未披露,33.78 ,13.13 ,11.95 ,8.29 ,0.42 ,,,
707,山西证券,金融,深市中小板,中小板,自愿,B,稳定,未披露,33.76 ,10.78 ,13.54 ,6.32 ,3.13 ,,,
708,泸州老窖,食品,深市主板,主板,应规,B,稳定,未披露,33.74 ,12.42 ,13.18 ,7.60 ,0.54 ,,,
709,元力股份,石油,深市创业板,创业板,自愿,B,稳定,未披露,33.71 ,10.55 ,15.47 ,7.70 ,0.00 ,,,
710,恒为科技,信息技术业,沪市主板,主板,自愿,B,稳定,82.64 ,33.69 ,9.38 ,16.52 ,5.92 ,1.88 ,,,
711,浙大网新,信息技术业,沪市主板,主板,应规,B,稳定,未披露,33.66 ,9.84 ,14.77 ,5.92 ,3.13 ,,,
712,中航资本,金融,沪市主板,主板,自愿,B,积极,176.59 ,33.60 ,11.25 ,14.24 ,4.05 ,4.06 ,,,
713,天马科技,食品,沪市主板,主板,应规,B,稳定,未披露,33.58 ,14.06 ,11.60 ,7.20 ,0.71 ,,,
714,湖南黄金,采掘业,深市中小板,中小板,自愿,B,消极,未披露,33.56 ,11.02 ,14.94 ,7.60 ,0.00 ,,,
715,全柴动力,机械,沪市主板,主板,自愿,B,稳定,270.41 ,33.52 ,10.31 ,13.89 ,8.49 ,0.83 ,,,
716,风神股份,石油,沪市主板,主板,自愿,B,稳定,39.68 ,33.52 ,13.36 ,12.66 ,7.50 ,0.00 ,,,
717,兴发集团,石油,沪市主板,主板,应规,B,稳定,未披露,33.46 ,11.48 ,12.13 ,9.28 ,0.57 ,,,
718,铜陵有色,金属,深市主板,主板,自愿,B,稳定,未披露,33.45 ,8.44 ,16.35 ,7.89 ,0.77 ,,,
719,远光软件,信息技术业,深市中小板,中小板,自愿,B,消极,709.00 ,33.43 ,11.25 ,13.36 ,6.32 ,2.50 ,,,
720,赣粤高速,交通运输,沪市主板,主板,应规,B,稳定,194.70 ,33.39 ,9.84 ,14.06 ,8.39 ,1.09 ,,,
721,华谊集团,石油,沪市主板,主板,自愿,B,消极,"1,168.00 ",33.38 ,11.72 ,13.54 ,7.89 ,0.23 ,,,
722,网宿科技,信息技术业,深市创业板,创业板,应规,B,稳定,"1,807.10 ",33.34 ,10.78 ,14.77 ,5.92 ,1.88 ,,,
723,空港股份,建筑业,沪市主板,主板,应规,B,稳定,804.15 ,33.31 ,10.55 ,14.06 ,7.70 ,1.00 ,,,
724,苏州高新,房地产业,沪市主板,主板,自愿,B,稳定,未披露,33.29 ,12.89 ,12.30 ,8.09 ,0.00 ,,,
725,苏盐井神,石油,沪市主板,主板,自愿,B,稳定,611.00 ,33.27 ,11.48 ,13.89 ,7.89 ,0.00 ,,,
726,梅花生物,食品,沪市主板,主板,自愿,B,稳定,未披露,33.26 ,10.08 ,14.06 ,8.59 ,0.54 ,,,
727,航天信息,信息技术业,沪市主板,主板,应规,B,稳定,"1,020.07 ",33.23 ,10.31 ,15.12 ,5.92 ,1.88 ,,,
728,海澜之家,纺织,沪市主板,主板,自愿,B,稳定,未披露,33.17 ,12.42 ,12.66 ,8.09 ,0.00 ,,,
729,汇鸿集团,批发,沪市主板,主板,自愿,B,消极,未披露,33.17 ,13.83 ,10.02 ,8.78 ,0.54 ,,,
730,华能国际,电力,沪市主板,主板,应规,B,稳定,"1,201.57 ",33.10 ,12.66 ,9.84 ,7.89 ,2.71 ,,,
731,中原环保,电力,深市主板,主板,自愿,B,稳定,未披露,33.08 ,13.13 ,12.13 ,7.20 ,0.63 ,,,
732,亚泰集团,金属,沪市主板,主板,自愿,B,稳定,未披露,33.06 ,11.72 ,11.43 ,7.80 ,2.12 ,,,
733,舍得酒业,食品,沪市主板,主板,应规,B,消极,-197.32 ,33.03 ,12.66 ,12.30 ,7.89 ,0.18 ,,,
734,中青旅,社会服务业,沪市主板,主板,应规,B,稳定,未披露,33.01 ,8.67 ,13.54 ,7.99 ,2.81 ,,,
735,神火股份,金属,深市主板,主板,自愿,B,稳定,未披露,32.96 ,11.72 ,12.48 ,7.99 ,0.77 ,,,
736,广晟有色,采掘业,沪市主板,主板,自愿,B,消极,未披露,32.91 ,10.78 ,13.18 ,7.70 ,1.25 ,,,
737,华工科技,信息技术业,深市主板,主板,自愿,B,稳定,未披露,32.87 ,10.78 ,14.06 ,5.53 ,2.50 ,,,
738,华映科技,信息技术业,深市主板,主板,自愿,B,稳定,未披露,32.87 ,10.78 ,14.06 ,5.53 ,2.50 ,,,
739,爱建集团,金融,沪市主板,主板,自愿,B,消极,未披露,32.86 ,8.91 ,16.00 ,4.84 ,3.13 ,,,
740,*ST雏鹰,农,深市中小板,中小板,自愿,B,稳定,"1,108.00 ",32.85 ,14.53 ,9.84 ,7.70 ,0.78 ,,,
741,无锡银行,金融,沪市主板,主板,自愿,B,消极,未披露,32.81 ,11.72 ,12.30 ,5.03 ,3.75 ,,,
742,银座股份,批发,沪市主板,主板,应规,B,稳定,未披露,32.76 ,10.78 ,13.01 ,7.89 ,1.07 ,,,
743,福晶科技,电子业,深市中小板,中小板,自愿,B,稳定,未披露,32.72 ,11.48 ,13.01 ,7.60 ,0.63 ,,,
744,华发股份,房地产业,沪市主板,主板,应规,B,稳定,未披露,32.66 ,13.59 ,11.07 ,7.99 ,0.00 ,,,
745,诺德股份,金属,沪市主板,主板,自愿,B,稳定,"2,284.00 ",32.65 ,12.89 ,10.90 ,8.09 ,0.77 ,,,
746,厦门钨业,金属,沪市主板,主板,应规,B,稳定,97.22 ,32.65 ,8.67 ,15.12 ,7.89 ,0.96 ,,,
747,白云机场,交通运输,沪市主板,主板,应规,B,稳定,499.00 ,32.60 ,9.38 ,12.83 ,7.89 ,2.50 ,,,
748,天药股份,医药,沪市主板,主板,应规,B,积极,未披露,32.58 ,12.66 ,11.60 ,7.70 ,0.63 ,,,
749,凤竹纺织,纺织,沪市主板,主板,自愿,B,稳定,未披露,32.57 ,9.61 ,13.01 ,7.99 ,1.96 ,,,
750,祥源文化,传播与文化业,沪市主板,主板,自愿,B,稳定,未披露,32.56 ,9.38 ,12.30 ,6.71 ,4.17 ,,,
751,玲珑轮胎,石油,沪市主板,主板,自愿,B,消极,"1,295.00 ",32.53 ,13.36 ,10.72 ,7.99 ,0.45 ,,,
752,中南建设,房地产业,深市主板,主板,自愿,B,积极,未披露,32.52 ,8.67 ,15.47 ,7.99 ,0.38 ,,,
753,光电股份,机械,沪市主板,主板,自愿,B,稳定,未披露,32.52 ,12.19 ,10.72 ,7.11 ,2.50 ,,,
754,万向钱潮,机械,深市主板,主板,自愿,B,消极,未披露,32.50 ,11.72 ,11.95 ,7.99 ,0.83 ,,,
755,浙数文化,信息技术业,沪市主板,主板,应规,B,稳定,未披露,32.48 ,9.38 ,14.06 ,5.92 ,3.13 ,,,
756,新和成,医药,深市中小板,中小板,应规,B,积极,未披露,32.35 ,11.02 ,13.54 ,7.80 ,0.00 ,,,
757,黑牡丹,房地产业,沪市主板,主板,应规,B,稳定,未披露,32.26 ,15.47 ,9.49 ,7.30 ,0.00 ,,,
758,江淮汽车,机械,沪市主板,主板,自愿,B,稳定,661.79 ,32.23 ,12.19 ,11.95 ,8.09 ,0.00 ,,,
759,汉威科技,机械,深市创业板,创业板,自愿,B,稳定,未披露,32.21 ,15.47 ,9.14 ,7.60 ,0.00 ,,,
760,中信建投,金融,沪市主板,主板,应规,B,稳定,未披露,32.20 ,8.44 ,16.00 ,4.64 ,3.13 ,,,
761,大连港,交通运输,沪市主板,主板,自愿,B,稳定,未披露,32.19 ,8.67 ,12.83 ,7.40 ,3.28 ,,,
762,九牧王,纺织,沪市主板,主板,自愿,B,稳定,未披露,32.17 ,12.42 ,11.95 ,7.80 ,0.00 ,,,
763,卧龙地产,房地产业,沪市主板,主板,应规,B,稳定,未披露,32.16 ,9.84 ,13.36 ,7.89 ,1.06 ,,,
764,保变电气,机械,沪市主板,主板,自愿,B,消极,576.85 ,32.14 ,13.59 ,10.02 ,7.70 ,0.83 ,,,
765,东风股份,造纸,沪市主板,主板,应规,B,稳定,未披露,32.09 ,13.59 ,10.90 ,7.60 ,0.00 ,,,
766,菲达环保,机械,沪市主板,主板,自愿,B,消极,未披露,31.97 ,10.31 ,13.54 ,7.50 ,0.63 ,,,
767,新野纺织,纺织,深市中小板,中小板,自愿,B,稳定,未披露,31.97 ,11.72 ,11.78 ,7.40 ,1.07 ,,,
768,摩登大道,纺织,深市中小板,中小板,自愿,B,消极,386.46 ,31.95 ,12.19 ,11.07 ,8.68 ,0.00 ,,,
769,嘉化能源,石油,沪市主板,主板,应规,B,稳定,未披露,31.93 ,10.31 ,13.01 ,7.70 ,0.91 ,,,
770,曙光股份,机械,沪市主板,主板,应规,B,稳定,"1,100.18 ",31.92 ,10.55 ,13.36 ,7.60 ,0.42 ,,,
771,豪迈科技,机械,深市中小板,中小板,自愿,B,稳定,-128.14 ,31.92 ,11.72 ,12.30 ,7.89 ,0.00 ,,,
772,福建高速,交通运输,沪市主板,主板,应规,B,稳定,未披露,31.82 ,13.13 ,10.20 ,7.40 ,1.09 ,,,
773,四方达,金属,深市创业板,创业板,自愿,B,稳定,未披露,31.71 ,13.13 ,10.02 ,7.80 ,0.77 ,,,
774,南洋股份,机械,深市中小板,中小板,自愿,B,稳定,未披露,31.71 ,11.72 ,11.25 ,7.70 ,1.04 ,,,
775,歌华有线,传播与文化业,沪市主板,主板,应规,B,消极,未披露,31.70 ,9.84 ,14.24 ,3.45 ,4.17 ,,,
776,方大特钢,金属,沪市主板,主板,应规,B,稳定,694.00 ,31.57 ,11.25 ,11.07 ,7.99 ,1.25 ,,,
777,永利股份,石油,深市创业板,创业板,自愿,B,稳定,"2,927.00 ",31.56 ,12.42 ,12.13 ,7.01 ,0.00 ,,,
778,中科曙光,信息技术业,沪市主板,主板,自愿,B,稳定,未披露,31.51 ,7.97 ,15.12 ,5.92 ,2.50 ,,,
779,达安基因,医药,深市中小板,中小板,自愿,B,积极,431.00 ,31.38 ,12.89 ,10.20 ,8.29 ,0.00 ,,,
780,华兰生物,医药,深市中小板,中小板,应规,B,积极,未披露,31.33 ,11.48 ,11.95 ,7.89 ,0.00 ,,,
781,永悦科技,石油,沪市主板,主板,自愿,B,稳定,未披露,31.31 ,11.25 ,10.90 ,7.80 ,1.36 ,,,
782,恒丰纸业,造纸,沪市主板,主板,自愿,B,消极,37.40 ,31.26 ,10.08 ,12.30 ,8.88 ,0.00 ,,,
783,西宁特钢,金属,沪市主板,主板,应规,B,稳定,未披露,31.26 ,11.48 ,10.72 ,7.99 ,1.06 ,,,
784,轴研科技,机械,深市中小板,中小板,自愿,B,稳定,未披露,31.16 ,11.25 ,11.60 ,7.89 ,0.42 ,,,
785,中能电气,机械,深市创业板,创业板,自愿,B,稳定,未披露,31.14 ,13.59 ,10.02 ,7.11 ,0.42 ,,,
786,东方财富,信息技术业,深市创业板,创业板,应规,B,稳定,未披露,31.12 ,10.78 ,12.48 ,4.74 ,3.13 ,,,
787,海南矿业,采掘业,沪市主板,主板,自愿,B,稳定,959.00 ,31.01 ,13.36 ,9.32 ,7.50 ,0.83 ,,,
788,博汇纸业,造纸,沪市主板,主板,自愿,B,稳定,未披露,31.00 ,12.66 ,9.84 ,7.50 ,1.00 ,,,
789,福莱特,金属,沪市主板,主板,自愿,B,稳定,未披露,30.96 ,2.81 ,16.88 ,8.29 ,2.98 ,,,
790,瑞贝卡,纺织,沪市主板,主板,应规,B,稳定,未披露,30.95 ,11.72 ,10.90 ,7.80 ,0.54 ,,,
791,国投资本,金融,沪市主板,主板,应规,B,稳定,234.16 ,30.95 ,9.38 ,12.66 ,6.41 ,2.50 ,,,
792,申万宏源,金融,深市主板,主板,应规,B,稳定,"1,679.46 ",30.95 ,9.84 ,14.06 ,4.54 ,2.50 ,,,
793,国星光电,电子业,深市中小板,中小板,自愿,B,稳定,未披露,30.88 ,11.25 ,12.13 ,7.50 ,0.00 ,,,
794,美邦服饰,纺织,深市中小板,中小板,自愿,B,稳定,未披露,30.83 ,11.48 ,11.25 ,8.09 ,0.00 ,,,
795,璞泰来,机械,沪市主板,主板,自愿,B,积极,未披露,30.81 ,9.14 ,13.36 ,7.89 ,0.42 ,,,
